Chip	Details	Core	Errata ID	Module	Criticality	Workaround	Revisions Impacted	Failure	Fix Status	Masks Affected	Manufacturer
OMAP-L137	   The ARM926 subsystem allows data memory regions to be write-back cachable, write-  through cachable, or non-cached. On this device revision, the Write-Back mode is not functional; therefore, Write-Through or Non-Cached mode must always be used.  	ARM9	 	 	 	  Only the Write-Through or Non-Cached mode can be used. Write-Through mode is preferred for better performance. The cache operation is controlled using the C and B  bits in page or section descriptors. For operation in Write-Through mode, the C and B  bits (bits 3:2 in the descriptor) must be set to a value of 10b.  The following is example code using a section descriptor to create a table entry for the first 1MB of external SDRAM on EMIFB as write-through cachable:  LDR  r1,  SDRAM0_ADDR  ; table offset for SDRAM0 region  LDR  r2,  SDRAM0_DATA  ; descriptor pattern for SDRAM0 region  STR  r2,  [r0, r1, LSL#2]  ; store the table entry at TTB base + table  offset * 4  SDRAM0_ADDR  .word  0x00000C00  SDRAM0_DATA  .word  0xC0000CFA  For more information on ARM data cache modes and how to configure them, refer to the ARM926EJ-S™ Technical Reference Manual available at www.arm.com/documentation.  Chapter 4 of the ARM926EJ-S™ Technical Reference Manual provides details about cache operations on the ARM926EJ-S processor.  Section descriptor: A section descriptor provides the base address of a 1MB block of memory. Figure 12 shows the format of a section descriptor.  31  20  19  12  11  10  9  8  5  4  3  2  1  0  section base address  AP  SBZ  AP  Domain  1  C  B  1  0      Figure 12. Section Descriptor   Table 6 shows the Section Descriptor bit assignments. Table 7 shows the Page Table C  and B bit settings for the DCache.  Table 6. Section Descriptor Bits  BITS      DESCRIPTION   31:20   Form the corresponding bits of the physical address for a section.  19:12  Always written as 0.  11:10  Specify the access permissions for this section.  9  Always written as 0.  Specify one of the 16 possible domains, held in the domain access control register, that contain the primary 8:5  access controls.  4  Should be written as 1, for backwards compatibility.  Indicate if the area of memory mapped by this section is treated as write-back cacheable, write-through 3:2  cacheable, noncached buffered, or noncached nonbuffered.  1:0  These bits must be 10 to indicate a section descriptor  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  39  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com  Table 7. Page Table C and B Bit Settings for the DCache  C BIT  B BIT      DESCRIPTION   ARM926EJ-S BEHAVIOR   DCache disabled. Read from external memory. Write as a nonbuffered  0  0  Noncacheable, nonbufferable  store(s) to external memory. DCache is not updated.  DCache disabled. Read from external memory. Write as a buffered  0  1  Noncacheable, bufferable  store(s) to external memory. DCache is not updated.  DCache enabled:  • Read hit - Read from DCache  • Read miss - Linefill  1  0  Write-through  • Write hit - Write to the DCache, and buffered store to external  memory  • Write miss - Buffered store to external memory  DCache enabled:  • Read hit - Read from DCache  1  1  Write-back  • Read miss - Linefill  • Write hit - Write to the DCache only  • Write miss - Buffered store to external memory  40  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications 	  1.1 and earlier      	 1.1.1  ARM Data Cache in Write-Back Mode Is Not Functional: Must Use Write-Through  or Non-Cached Mode  	 	 	TI
OMAP-L137	   When an endpoint is enabled for receive transfer(s) that will be serviced via DMA and data has been received prior to allocating DMA resource, the DMA will generate a  starvation interrupt to notify the application a lack of resource (starvation) in anticipation that the application will furnish the required resource. The CPPI DMA is supposed to generate a single interrupt. But, in this case it continues generating interrupt periodically, until application furnishes a resource. In some use cases, it has been observed that the application may desire to differ the time as to when to service the starvation request due to the CPU handling other urgent task(s). Since the DMA keeps on generating the  starvation interrupt periodically and there exists no capability to mask the starvation interrupt at the USB controller level, the CPU is forced either to fully service the DMA interrupt as it is received or disable all USB interrupt at the CPU level. Disabling the entire USB interrupt might not be the desired option since the CPU needs to be aware of other USB interrupts that are more critical.  	ARM9	 	 	 	  The user can remove the associated channel number entry from the DMA scheduler  Tables (scheduler array) for that endpoint when not expecting data from a host.  Whenever data transfer is initiated by the host, the endpoint interrupt will be generated by the USB controller, which can be used as an indication for an application to secure required resources prior to adding the DMA channel entry for the endpoint onto the  scheduler array.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  41  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	  1.1 and earlier      	 1.1.2  USB0: CPPI Receive Starvation Interrupt  	 	 	TI
OMAP-L137	   When the SPI is in master mode, the generated SPICLK signal is derived from the  internal SPI module clock. This SPICLK signal duty cycle is not 50% when the  SPIFMTn.PRESCALE is set to an even number.  With an even prescale value, the falling edge of the SPICLK is delayed 1-2 ns  regardless of the SPICLK frequency. Therefore, the high side is wider than the low side.  	ARM9	 	 	 	  Use the SPIFMTn.PRESCALE with an odd value if possible.  42  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications 	  1.1 and earlier      	 1.1.3   SPI: Internally Generated SPI Clock Is Not 50% Duty Cycle  	 	 	TI
OMAP-L137	   Note: DMA refers to all non-CPU requests. SDMA refers to external system DMA master requests handled via the Slave Direct Memory Access port.  The C674x Megamodule uses a two-way set associative cache for L1D. This means that  every physical memory location in the system has two possible set/way locations in the cache where it can reside. See TMS320C674x DSP Megamodule Reference Guide,  Literature Number - SPRUFK5 for more information on the L1D cache architecture.  Updated (dirty) values in L1D cache are not written back to external memory until cache activity evicts a cache-line (victim write-back) or a write-back is requested by the application.  An L1D cache-line corruption event occurs when all of the following conditions are met: 1. L1D cache evicts a dirty line (Line A) while allocating a new line (Line B) in the same set/way (cache Lines A and B consist of 64-bytes each). In order for this to happen, the following will have taken place:  (a) Line A was previously read by CPU because L1D is a read-allocate cache,  (b) Line A is dirty because its value was modified by CPU, and  (c) Line B is read by CPU  2. Both Line A and Line B are associated with L2 RAM, and  3. While the original L1D victim write-back from condition (1) is in progress, the SDMA performs both:  (a) a read or write operation to Line A in L2 RAM and  (b) a write operation to Line B in L2 RAM.  If all of the above conditions are met, the L2 RAM data associated with the Line A victim writeback will become corrupt. Additionally, the Line B data originating from the SDMA write will also become corrupt in L1D cache. Figure 13 shows an example scenario of  L1D cache and L2 RAM corruption.  Line A and Line B Map to  LINE A  same L1D Cache line.  INITIAL  STEP 1  STEP 2  STEP 3  STATE  C674x Megamodule  LINE B  C674x CPU  CPU Request  Request  L2  C674x CPU  EXTERNAL  Activity  Line B  Pending  Controller  L2  SRAM  SDMA  SDMA Requests  Activity  Writes to both  LineA and LineB  L1D  EMC  L1D Cache  Dirty Line A      Dirty Line A   IN-FLUX   Corrupt  Controller  SDMA PORT  EDMA  SYSTEMMASTERS      Line Status   in L1D Cache in L1D Cache  Line A  Old Data  Old Data  Old Data  Corrupt  L2 SRAM  Line B tries to replace  EMAC  CACHE LINE  Line B  Old Data  Old Data  Old Data      NEW DATA   Dirty Line A in the L1D  L2 SRAM  Cache  L1D  CACHE  Corruption happens  because of this state  TIME LINE      SYSTEM VIEW   Figure 13. Example of L1D Cache and L2 RAM Corruption  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  43  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com  	ARM9	 	 	 	      Method 1   In cases where buffer access will not be shared between CPU and SDMA,  unintended CPU/SDMA cache-line sharing can be avoided by aligning CPU and  SDMA buffers to 64-byte boundaries. Aligning buffers to 64-byte boundaries will  result in wasted space, however it ensures that the CPU and SDMA buffers will not  have partial segments which overlap into the same L1D cache line.  /** Pseudo code only **/  Uint8 *SDMA_BUFF, *CPU_BUFF;  /* 64-byte aligned allocation Option 1 */  SDMA_BUFF = malloc( (Int32) (( SDMA_BUFF_SIZE + 63)/64) * 64 );  CPU_BUFF  = malloc( (Int32) ((CPU_BUFF_SIZE  + 63)/64) * 64 );  SDMA_BUFF = (Uint8 *) ( (Int32) SDMA_BUFF & ~63 );  CPU_BUFF  = (Uint8 *) ( (Int32) CPU_BUFF  & ~63 );  /* 64-byte aligned allocation Option 2 with BIOS Call */  SDMA_BUFF = MEM_alloc( IRAM, SDMA_BUFF_SIZE, 64 );  CPU_BUFF  = MEM_alloc( IRAM, CPU_BUFF_SIZE,  64 );      Method 2   Manage access to a 64-byte boundary aligned buffer that is shared between CPU  and SDMA by implementing a semaphore and forcing cache writeback operations  after CPU writes. With this method, the semaphore ensures that there is clear  ownership of the buffer between CPU and SDMA, and the CPU manages cache  coherence by using explicit cache writeback operations.  /** Pseudo code only **/  /* Example with EDMA as the external master */  EDMA_ISR() {  /* EDMA releases ownership of buffer */  SEM_post(SyncSemaphore);  return;  }  main() {  while(COND) {  /* CPU waits for ownership of buffer */  SEM_pend(SyncSemaphore);  /**********************/  /*** CPU Processing ***/  /**********************/  /* Cache writeback for shared block */  /* Buffer must be 64-byte aligned  */  BCACHE_wbInv( blockPtr, blockSize, WAIT );  /* Initiate EDMA */  EDMA_Event_Generate();  }  }      Method 3   Configure the entire L2 RAM as cache. Critical peripheral data can be accessed in  L1D RAM or L3 RAM instead of L2 RAM.      Method 4   Do not allow SDMA to access L2 RAM. SDMA can use buffers in L1D RAM or L3  RAM instead of L2 RAM.      Method 5   Do not configure L1D memory as cache - use the entire address space as RAM.  44  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications 	  1.1 and earlier      	 1.1.5  Under Specific Conditions, SDMA Activity Can Corrupt the L1D Cache and L2 RAM  	 	 	TI
OMAP-L137	   USB 1.1 requires a 15 KΩ pull down on the DP/DM lines. The USB 1.1 Phy does not  include the internal pull down.  	ARM9	 	 	 	  The 15 KΩ pull downs should be added to the DP/DM lines externally to the device.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  45  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	  1.1 and earlier      	 1.1.8  USB 1.1 Phy Does Not Have Internal Pull Down on DP/DM Lines Enabled  	 	 	TI
OMAP-L137	   There is the potential for the 1.8V and 3.3V USB power supplies to experience a latchup condition. The potential for latchup on these supplies is related to the power-on voltage slew rate and the likelihood for latchup with a rapid voltage supply slew rate gradually increases over the device lifetime.  	ARM9	 	 	 	  To prevent a latch up condition from occurring over the life of the device, the following recommendations should be followed:  •  USB0_VDDA18 and USB1_VDDA18 power supply rails must have greater than 1ms  (10%-90%) slew  •  USB0_VDDA33 and USB1_VDDA33 power supply rails must have less than 100-mv  pk-pk noise  •  USB0_VBUS power supply rail must have less than 100-mv pk-pk noise sustained  and must have greater than 1ms (10%-90%) slew  46  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications 	  1.1 and earlier      	 1.1.9   USB2.0 (USB0) and USB1.1 (USB1) Power Supply  	 	 	TI
OMAP-L137	   The timing parameters in Table 8 and Table 9 differ from those specified in the OMAP-L137 C6000 DSP+ARM Processor data manual (literature number SPRS563 or later).  Table 8 list the AC timing parameters that should be used on silicon revision 1.1 and earlier.  	ARM9	 	 	 	  During PCB board design and layout, the AC timings specified in Table 8 and Table 9  should be considered when designing interfaces to the EMIFB.  Table 8. Timing requirements Over Recommended Operating Conditions  NO.  PARAMETER  MIN  MAX      UNIT   Input setup time, read data valid on EMB_D[ 31  19  t  1.26  ns  su(DV-CLKH)  :0] before EMB_CLK rising  For the parameter t  , Table 9 and Table 10 are valid under the conditions  OH(CLKH-DQMIV)  described in their respective notes:  Table 9. Switching Characteristics Over Recommended Operating Conditions  NO.  PARAMETER  MIN  MAX      UNIT   Output hold time, EMB_CLK rising to  6  t  0.8(1) (2)  ns  OH(CLKH-DQMIV)  EMB_WE_DQM[3:2] invalid  (1)  This timing requires CVDD = 1.15V ± 1% and DVDD = 3.3V ± 2%.  (2)  This timing parameter ONLY applies to the signals EMB_WE_DQM[3:2]; EMB_WE_DQM [1:0] timings are as shown in the device data manual.  Table 10. Switching Characteristics Over Recommended Operating Conditions  NO.  PARAMETER  MIN  MAX      UNIT   Output hold time, EMB_CLK rising to  6  t  0.7(1) (2)  ns  OH(CLKH-DQMIV)  EMB_WE_DQM[3:2] invalid  (1)  This timing requires CVDD= 1.2V +/- 1% and DVDD= 3.3V +/- 2%.  (2)  This timing parameter ONLY applies to the signals EMB_WE_DQM[3:2]; EMB_WE_DQM [1:0] timings are as shown in the device data manual.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  47  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	  1.1 and earlier      	 1.1.10  EMIFB: AC Timings Differ From Data Manual Specifications  	 	 	TI
OMAP-L137	Details	ARM9	 	 	   The ESD to Charge Device model (CDM) is rated as passing the 300V level instead of  the 500V level. The OSCOUT pin passed 300V testing but failed starting at 400V. The  RSV2 pin had marginality to 500V. All of the other pins are rated as passing the 500V  level.  48  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications 	Workaround(s)	 	 1.1.11   Electrostatic Discharge Charged-Device Model Performance  	  1.1 and earlier      	 	TI
OMAP-L137	   The input buffers on the device have shown timing sensitivity to the logic-low input voltage that can cause changes to the AC input timings. Due to this issue, input voltages must be driven at or below 0.4V to limit impact on AC timings.  The timing effect on the input buffers is dependent on the Vil level:  •  Case 1: For signals driven with Vil < = 0.2V, the input timings will be unaffected.  •  For signals driven with 0.2V < Vil < = 0.4V, there may be as much as 0.5 ns degradation to input timings.  This issue applies only to 3.3V LVCMOS inputs or IOs used as inputs. Signals  operated at 1.8V are not affected.  	ARM9	 	 	 	  Although there is no specific workaround, the following recommendations can be used to help prevent this issue:  •  Minimize loads as much as possible, especially DC loads that could cause the Vil to  rise. Point-to-point (single-load) connections are unlikely to be affected.  •  Falling edges should transition as rapidly as possible (so the signal passes through the 0.2V point as early as possible). Heavily loaded nodes resulting in degraded fall times may require drivers to provide rapid input edges.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  49  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	  1.1 and earlier      	 1.1.16  Vil on 3.3V LVCMOS Input Buffers  	 	 	TI
OMAP-L137	"   Note: This advisory is not applicable if DSP L2 memory is configured as 100% cache or L2 RAM is not accessed by IDMA or SDMA during run-time.  The C674x Megamodule has a Master Direct Memory Access (MDMA) bus interface and  a Slave Direct Memory Access (SDMA) bus interface. The MDMA interface provides  DSP access to resources outside the C674x Megamodule.  The MDMA interface is typically used for CPU/cache accesses to memory beyond the  Level 2 (L2) memory level. These accesses include cache line allocates, write-backs, and non-cacheable loads and stores to/from system memories. The cacheable  memories external to the C674x Megamodule are listed in Table 11.  Table 11. Cacheable External Memory Resources  External Memory      Address Range   Shared Ram   0x8000 0000 – 0x8001 FFFF  EMIFA  0x4000 0000 – 0x67FF FFFF  EMIFB  0xC000 0000 – 0xCFFF FFFF  The SDMA interface allows other DMA master peripherals (listed in Table 12 ) to access Level 1 Data (L1D), Level 1 Program (L1P), and L2 RAM DSP memories.  Table 12. DMA Master Peripherals  Peripheral      Group   EDMA TC0 RD   A  EDMA TC0 WR  B  EDMA TC1 RD  C  EDMA TC1 WR  D  EMAC  E  USB1  E  USB0  F  UHPI  F  ARM  G  The C674x Megamodule has an L1D cache and L2 cache both implementing write-back  data caches– it keeps updated values for external memory in cache for as long as  possible. It writes these updated values, called ""victims"", to external memory when it needs to make room for new data or when requested to do so by the application. The  L1D sends its victims to L2. The caching architecture has pipelining, meaning multiple requests could be pending between L1, L2, and MDMA. For more details on the C674x  Megamodule and its MDMA and SDMA ports, see the TMS320C674x Megamodule  Reference Guide (literature number SPRUFK5).  Ideally, the MDMA (dashed-dotted line in Figure 14) and SDMA/IDMA paths (dashed  lines in Figure 14) operate independently with minimal interference. Normally MDMA  accesses may stall for extended periods of time due to expected system level delays (for example, bandwidth limitations). However, when using L2 as RAM, SDMA and IDMA  accesses to L2/L1 may experience unexpected stalling in addition to the normal stalls seen by the MDMA interface. For latency-sensitive traffic, the SDMA stall can result in missing real-time deadlines. In a more severe case, the SDMA stall can produce a  deadlock condition in the device. An IDMA stall cannot produce a deadlock condition.  50  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications Note: SDMA/IDMA accesses to L1P/D will not experience an unexpected stall if there are no SDMA/IDMA accesses to L2. Unexpected SDMA/IDMA stalls to L1 happen only  when they are pipelined behind L2 accesses. Additionally, the deadlock scenario will be avoided if there are no SDMA accesses to L2.  Figure 14 is provided for illustrative purposes and is incomplete because of  simplification. The IDMA/SDMA (dashed-lines) path could also go to L1D/L1P memories, and IDMA can go to DSP CFG peripherals. MDMA transactions can originate also from  L1P or L1D through the L2 controller or directly from DSP).  32K bytes  256K bytes      1M bytes   L1P RAM/  L2 RAM  L2 ROM  cache  256  256  256  256  Cache control  Cache control  Memory protect L1P  Memory protect L2  Bandwidth Mgmt  Bandwidth Mgmt  256  256  256  Instruction fetch  256 Power down  C674x      Interrupt   Fixed/floating point CPU  Controller  Register  Register  IDMA  file A  file B  64  64  256  CFG  Bandwidth Mgmt  32  Configuration  EMC  Memory protect L1D  peripherals  Cache control  bus  MDMA  SDMA  8x32  64  64  64  64  32K bytes      High performance   L1D RAM/      switch fabric   SDMA/IDMA Paths      cache   (SCR1)  MDMA Path      Figure 14. C674x Megamodule   The duration of the SDMA/IDMA stalls depend on the quantity/characteristics of the  L1/L2 cache and the MDMA traffic in the system. Therefore, it is difficult to predict if stalling will occur and for how long.  IDMA/SDMA stalling and any system impact is most likely in systems with excessive  context switching, L1/L2 cache miss/victim traffic, and heavy access to external memory.  Use the following procedure to determine if SDMA/IDMA stalling is the cause of real-time deadline misses for existing applications. Situations where real-time deadlines may be missed include loss of McASP samples and poor peripheral throughput.  1. Determine if the transfer that is missing the real-time deadline is accessing L2 or L1D  memory. If not, then SDMA/IDMA stalling is not the source of the real-time deadline  miss.  2. Identify all SDMA transfers to/from L2 memory (for example, EDMA transfer to/from L2 from/to a UART, HPI block transfer to/from L2). If there are no SDMA transfers  to/from L2, then SDMA/IDMA stalling is not the source of the problem.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  51  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com  3. Redirect all SDMA transfers to L2 memory to other memories using one of the  following methods:  (a) Temporarily transfer all the L2 SDMA transfers to L1D SRAM.  (b) If not all L2 SDMA transfers can be moved to L1D memory, temporarily direct  some of the transfers to memory in Table 1 and keep the rest in L1D memory.  There should be no L2 SDMA transfers.  If real-time deadline misses are solved using any of the options in Step 3, then  IDMA/SDMA stalling is likely the source of the problem.  A deadlock situation may arise if the following sequence of events occurs:  Step 1: A DMA master from any group (listed in Table 12) issues a write command to  the DSP’s SDMA, and a DMA master from the same group issues a subsequent write  command to cacheable memory outside of the C674x Megamodule (listed in Table 1).  All write commands pass through Switched Central Resource 1 (SCR1). For more  details on SCRs, see the device Technical Reference Guide SPRUH93.  Step 2: The DSP’s SDMA asserts itself as not ready and is unable to accept the write data from Step 1, and a cache line writeback is initiated from DSP memory to the same cacheable memory from Step 1. The cache line writeback command also passes  through SCR1.  With the above scenario, it is possible for SCR1 to order the write commands from Step 1 in front of the write commands from Step 2. Due to the MDMA/SDMA blocking  behavior, the SDMA commands from Step 2 will be waiting for the MDMA traffic from  Step 1 to finish, resulting in a deadlock situation at SCR1. Figure 15 is provided for illustrative purposes and is incomplete because of simplification.  DMA  Group A  C674x      SDMA   (L2/L1D)  DMA  Group B  SCR1      DMA   Group xx  Cacheable  Memory  C674x  MDMA      Figure 15. SCR1 System Interconnect   "	ARM9	 	 	 	  Entirely eliminate IDMA/SDMA stalling and potential for a deadlock condition using one of the following two methods:  1. Configure the entire L2 RAM as 100% cache (for example, move all data buffers from L2 to L1D or other memory). Note: Some throughput degradation is expected when  the buffers are moved out to external memo  2. Eliminate all IDMA/SDMA access to L2 RAM when IDMA/SDMA stalling would have  an impact by performing one of the following:  (a) Constrain each DMA master group to perform writes to either DSP memory space  or external memory space, but not to both, or  52  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   1.1 Usage Notes and Known Design Exceptions to Functional Specifications (b) Force each DMA master group to complete pending write commands to either  DSP memory space or cacheable memory space before initiating writes to a  different destination. Pending write commands from DMA masters are forced to  complete when the DMA master initiates a read from the same destination  memory. Note that in the case of off-chip memory, a read command only forces  the completion of write commands within a 2KB-aligned window.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  53  Submit Documentation Feedback   1.0 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      6   Silicon Revision 1.0 Usage Notes and Known Design Exceptions to Functional      Specifications   This section describes the usage notes and advisories that apply to silicon revision 1.0 of the OMAP-L137  device.      6.1   Usage Notes for Silicon Revision 1.0  Usage notes highlight and describe particular situations where the device's behavior may not match presumed or documented behavior. This may include behaviors that affect device performance or functional correctness. These usage notes will be incorporated into future documentation updates for the device (such as the device-specific data sheet), and the behaviors they describe will not be altered in future silicon revisions.  Silicon revision 1.0 applicable usage notes have been found on a later silicon revision. For more details, see Section 4.1, Usage Notes for Silicon Revision 3.0 and see Section 5.1, Usage Notes for Silicon Revision 1.1.      6.2   Silicon Revision 1.0 Known Design Exceptions to Functional Specifications  Some silicon revision 1.0 applicable advisories have been found on a later silicon revision. For more details, see  •  Section 2.2, Silicon Revision 3.0 Known Design Exceptions to Functional Specifications  •  Section 3.2, Silicon Revision 2.1 Known Design Exceptions to Functional Specifications  •  Section 4.2, Silicon Revision 2.0 Known Design Exceptions to Functional Specifications  •  Section 5.2, Silicon Revision 1.1 Known Design Exceptions to Functional Specifications Table 13. Silicon Revision 1.0 Advisory List  Title ................................      Page   	  1.1 and earlier      	 1.1.17   DSP SDMA/IDMA: Unexpected Stalling and Potential Deadlock Condition  	 	 	TI
OMAP-L137	   There is a potential SPI communication failure on data receipt. When the communication failure occurs, the data received in the SPIBUF register is not correct. The data error pattern is not consistent between failures. The failure impacts both master and slave mode.  This issue is caused by un-matched delays between the clock and data paths of the shift register. The non-matched delays cause the clock edge to be detected earlier than the appropriate data. This results in inconsistent/incorrect receive data being copied into the SPIBUF register.  	ARM9	 	 	 	  There is no recommended workaround.  Adjusting the following settings may allow you to find a working region:  •  Adjust the SPI settings of prescale, phase, and polarity  •  Increase the core VDD to a range between 1.25V and 1.32V  •  Decrease the CPU operating frequency  Increasing the core VDD or slowing down the CPU operating frequency is ideal to work across a variety of conditions. Although the adjustments recommended above may be  used to find a working setup and allow further development to take place, these  adjustments cannot be guaranteed to alleviate the issue across devices, hardware  platforms, and temperature.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  55  Submit Documentation Feedback  Copyright © 2008–2014, Texas Instruments Incorporated      	  1.0      	 1.0.12  SPI Communication Failure for Data Receipt  	 	 	TI
OMAP-L138	   Note: DMA refers to all non-CPU requests. This includes Internal Direct Memory Access (IDMA) requests and all other system DMA master requests via the Slave Direct Memory Access (SDMA) port.  The C674x Megamodule uses a bandwidth management (BWM) system to arbitrate  between DMA and CPU requests issued to L2 RAM. See TMS320C674x DSP  Megamodule Reference Guide, Literature Number - SPRUFK5 for more information on  the BWM. BWM arbitration grants L2 bandwidth based on programmable priorities and  contention- cycle-counters. The contention-cycle-counters count the number of cycles for which the associated L2 requests are blocked by higher priority requests. When the  contention-cycle-counter reaches a programmed threshold (MAXWAIT), the associated  L2 request is granted a slice of L2 bandwidth. This prevents indefinite blocking of low priority requests when faced with the continuous presence of higher priority requests.  Ideally, the BWM arbitration will grant equal L2 bandwidth between equal priority DMA and CPU requests. Instead, when equal priority DMA and CPU requests arrive at the  BWM, bandwidth is always granted in favor of the CPU over DMA. In the case of  successive CPU requests, it is possible for the CPU to block all DMA requests until CPU  traffic subsides. Additionally, some command logic in the BWM uses priority level 7, which can also result in SDMA stalls when the CPU is also programmed to priority level 7. Figure 3 shows a high level diagram of the arbitration scheme used for L2 RAM  requests.  C674x Megamodule  EDMA  SHAREDRESOURCE  ExternalSystemMasters  Programmable Priority  ARBITRA  MasterPriority  C674x CPU  EMAC  ARBITRA  Programmable Priority  IDMA  L2 RAM  TION  LCDC  Inherit  TION  Priority  SDMA  UHPI  USB  Highest Priority Master Granted Access.  Contention counters implemented to not  starve low priority requestors  Figure 3. Priority Arbitration Scheme for L2 RAM  	ARM9	 	 	 	  Configure DMA and CPU requests to different priority levels. There is no penalty for setting the IDMA and SDMA priorities equal to each other.  CPU request priority is programmed within the CPUARBU register:  /** Pseudo code only **/  Uint32 *CPUARBU;  CPUARBU = ( Uint32 * ) ( 0x01841000 );  /* Set priority different from IDMA/SDMA */  *CPUARBU = [CPU_PRIORITY];  SPRZ301M – June 2009 – Revised March 2014  OMAP-L138 C6000 DSP+ARM® Processor Silicon Revisions 2.3, 2.1, 2.0,  9  Submit Documentation Feedback  1.1 and 1.0  Copyright © 2009–2014, Texas Instruments Incorporated  Silicon Revision 2.3 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com  IDMA request priority is programmed within the IDMA1_COUNT register  /** Pseudo code only **/  Uint32 *IDMA1_SRC, *IDMA1_DST;  Uint32 *IDMA1_CNT;  IDMA1_SRC = ( Uint32 * ) ( 0x01820108 );  IDMA1_DST = ( Uint32 * ) ( 0x0182010C );  IDMA1_CNT = ( Uint32 * ) ( 0x01820110 );  *IDMA1_SRC = sourceAddress;  *IDMA1_DST = destinationAddress;  /* Set IDMA priority different from CPU */  *IDMA_CNT = ( [IDMA_PRI] << [IDMA_PRI_SHIFT] ) | buffSize ;  SDMA request priority is inherited from the MSTPRIn registers  /** Pseudo code only **/  Uint32 *MSTPRI1, *MSTPRI2;  MSTPRI1 = ( Uint32 * ) ( 0x01C14114 );  MSTPRI2 = ( Uint32 * ) ( 0x01C14118 );  /* Set SDMA master priorities different from CPU */  *MSTPRI1 = [MAST_PRI] << [MAST_SHIFT];  *MSTPRI2 = [MAST_PRI] << [MAST_SHIFT];  10  OMAP-L138 C6000 DSP+ARM® Processor Silicon Revisions 2.3, 2.1, 2.0,  SPRZ301M – June 2009 – Revised March 2014  1.1 and 1.0  Submit Documentation Feedback  Copyright © 2009–2014, Texas Instruments Incorporated  www.ti.com  Silicon Revision 2.3 Usage Notes and Known Design Exceptions to Functional Specifications 	      2.3 and earlier   	 2.3.1  DMA Access to L2 RAM Can Stall When DMA and C674x CPU Command Priorities  Are Equal  	 	 	TI
