Revisions Impacted	Manufacturer	Chip	Details	Workaround	Failure	Fix Status	Core
	 NXP	 	 :    The NFC error correction mechanism is based on BCH error correction codes. The BCH error correction code allows correction up to a particular number of errors (T = 4 or 8 depending on the configuration), and detection in case of higher number of error bits. In a situation where the number of errors (NOBER) is larger than the number of errors the NFC can correct (T), the NFC should report on uncorrectable error.    Due to a theoretical limitation, the BCH code can fail in detecting the error when the number of actual error bits is much larger than the number of correctable bits. The failure depends on the location of the errors (related to Hamming distance), and its probability is very small. The detection failure probability can be calculated using the formula as follows: 1    P = --------    e    T    T! â 2    where T is number of correctable errors.    â¢ For 4-bit ECC, the calculated probability for a decoder error is 1 : 384    â¢ For 8-bit ECC, the calculated probability for a decoder error is 1 : 10,321,920    In case of failure, the NFC reports only on T or less errors (NOBER=T) and tries to correct them.    As a result the data is damaged and the NFC does not report on it.     DescriptionJEEHEHRECONSTRUCT:    When the host issues a read burst access to the NFC and during the data phase the host deasserts the rready signal (indication from the host that he is ready to accept the read data), then the NFC    fails to drive the next datums after the deassertion and also the assertion of the rlast (indication from the slave for end of read data transfer) does not occur on time. Thus, the current read access is incorrect and causes a severe AXI protocol violation.     Projected ImpactJEEHEHRECONSTRUCT:    There is a small probability for failure in detection of the errors by the ECC mechanism due to theoretical limitation of the ECC code.     Projected ImpactJEEHEHRECONSTRUCT:    The NFC is not able to handle more than 4 data word read transactions at a given time.    A restriction is imposed on read access to NAND Flash that require special attention in software and may cause some performance degradation for NAND Flash usage.    	 :    To reduce the failure significantly, treat the case where NFC reports NOBER = T as uncorrectable error. This implies that if the number of errors is equal to T, the software must invalidate the block.    It is a common practice for the software to mark the block as bad in advance when the number of reported errors approaches T.     WorkaroundsJEEHEHRECONSTRUCT:    Due to this coherency issue, the system should prevent the NFC buffers from being cached. This can be prevented by limiting the outstanding read accesses to the NFC buffers to four data words for all combined accesses at any time.    In case of access from single AHB bus masters, which can only submit one outstanding access at a time (such as the SDMA), the burst size must not exceed 4.    In case of AXI bus masters, such as the ARM core, the software must control the data read accesses to be less then 4 data words at a time. Note that there is also a need to make sure that both Neon and the Core do not read together more then 4 data words at a time from the NFC buffers.    In case of multiple masters accessing the NFC, the limitation remains the same. For example, if both ARM and SDMA need to access the NFC buffers, the SDMA could limit its burst reads to 2    and ARM must not request more the 2 data words at a time.    	 10356    ENGcm10356    NFC: ECC mechanism may fail to report uncorrectable error situation    	 :    No fix scheduled     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    	 Cortex-A8
	 NXP	 	 :    This issue is related to SDMA access to NFC in automatic interleave mode.    The faulty NFC operation occurs in the following conditions:    â When NUM_OF_ITERATION is greater than zero, and NO_SDMA = 0 for automatic interleave mode access from SDMA.    â FMP (Fifo Mode Protect) is set to a value smaller than the Page Size (PS). The FMP    determines the interval between the write and read pointers to memory buffer.    â FMP threshold is reached before the host drives more data to the RAM    In this case, the NFC fetches data from the RAM and drives it to the flash line. This causes the difference between the write and read pointers to violate the FMP threshold and as a result, the NFC    stops driving data to the flash line. In such a situation, the last data that is driven to the flash line does not pass through the ECC (Error Correction) encoding engine. As a result, the ECC engine fails to encode the whole 0.5 Kbyte data and reports wrongly on uncorrectable errors.     Projected ImpactJEEHEHRECONSTRUCT:    The above described case with the FMP (FIFO Mode Protection) feature activated and with NUM_OF_ITERATIONS greater than zero (that is, for SDMA) can result in wrong function of NFC.    The issue impacts only SDMA access to NFC in interleave mode with page size equal to 4 Kbyte.    In this case, the automatic interleave mode can not be supported and has to be managed manually.    Other cases can be resolved using the settings described in the workaround section. The implication of proposed setting is some additional latency in write operation only. The latency is derived from the time it takes to fill the internal RAM with the page data.    	 :    The 0.5 Kbyte and 2 Kbyte use cases can be supported under the specified restrictions:    â¢ In case of the write operation with page size of 0.5 Kbyte (PS = 00), it is allowed to configure the NFC to automatic interleaved mode (that is, with NO_SDMA=0 and setting NUM_OF_ITERATIONS to greater than zero). In this case, the FMP field (that defines a safety buffer inside the NFC internal RAM between the AXI host address and the NAND address) must be set to 0.5 Kbyte (set FMP = 4).    In read operation, the FMP can be set to any value that is less than or equal to 0.5 Kbyte, (that is, setting FMP to either 0, 1, 2, 3 or 4).    Chip Errata for the i.MX51, Rev. 5    118    Freescale Semiconductor10676    â¢ In case of write operation with page size of 2 Kbyte (PS = 01), it is allowed to configure the NFC    to automatic interleaved mode (that is, with NO_SDMA=0 and setting NUM_OF_ITERATIONS to greater than zero). Here, the FMP field must be set to 2 Kbyte (that is, setting FMP = 6).    In the read operation, any value of FMP which is less than or equal to 2KB can be configured (that is, setting FMP to either 0, 1, 2, 3, 4, 5, or 6).    In case the page size is 4 Kbyte (PS = 10), it is forbidden to configure the NFC to automatic interleaved mode for both write and read operations. NO_SDMA should be set to 1 and the field NUM_OF_ITERATIONS should be set to 0. Instead, the interleave operation should be    implemented manually as also proposed in erratum ENGcm10967.    â¢ Set the number of pages to read/write to 1 (set NUM_OF_ITERATIONS = 0).    â¢ Set the number of devices connected (that is, setting the field NUM_OF_DEVICES).    â¢ Use addressing option 1 (set ADR_OP = 1, part of the address is used for chip select) and configure the target address and the target chip select at address group0 (that is, setting the fields NAND_ADD0 and NAND_ADD8).    â¢ An interrupt is issued after each single page read/write transfer. Upon receiving the interrupt, reconfigure RBA (Ram Buffer Address) and the corresponding bits of ADDR_ADD0 to repeat the operation for the next device.    	 10676    ENGcm10676    NFC fails to perform ECC encoding in interleave mode if FMP is larger than PS    	 :    No fix scheduled.    	 Cortex-A8
	 NXP	 	 :    This issue is related to SDMA access to NFC in automatic interleave mode (NO_SDMA = 0).    NFC buffer mechanism does not operate properly under the following set of conditions, potentially feeding wrong data from the internal NFC RAM to FLASH data line.    The fault occurs under the following set of conditions:    â¢ NFC is set to operate in interleave mode (NO_SDMA = 0) and NUM_OF_ITERATION > 0 for SDMA access.    â¢ Page Size is set to 4 Kbyte (PS = 10)    â¢ FIFO Mode Protect is set to 4 Kbyte (FMP = 7)     DescriptionJEEHEHRECONSTRUCT:    NFC issues premature DMA read request for each page in case of the TOO configuration in interleaved mode.    The TOO (Two On One) configuration is a case where two 8-bit NAND devices are connected to the same CS line to form a 16-bit data width (one device on the lower byte of data bus and second device on the upper byte).    An interleaved mode is configured by setting the number of devices and NUM_OF_ITERATION    to a value greater than zero, and NO_SDMA = 0 for SDMA access.    When the NFC is configured for the above two modes, in addition to the DMA request at the end of the buffer, it wrongly issues additional DMA read request for each page in the middle of the buffer.    Due to this, the SDMA starts fetching data from the RAM buffer before the complete data is available.     Projected ImpactJEEHEHRECONSTRUCT:    The above described case can result in wrong functioning of NFC and should be avoided. The issue is relevant only for SDMA access to NFC in interleave mode with page size equal to 4 Kbyte.     Projected ImpactJEEHEHRECONSTRUCT:    Erroneous behavior under the above mentioned conditions.    	 :    For Page Size equal to 4 Kbyte (PS = 10) the NUM_OF_ITERATION must be set to 0 and NO_SDMA must be set to 1, disabling the interleave mode.    An interleave mode can be implemented manually by configuring the appropriate NUM_OF_DEVICES while setting ADD_OP = 1 (Addressing Option 1, part of the address is used for chip select). In this case, an interrupt is issued after each single page read/write transfer. Upon receiving the interrupt, reconfigure RBA (Ram Buffer Address) and the corresponding bits of ADDR_ADD0 to repeat the operation for the next device.     WorkaroundsJEEHEHRECONSTRUCT:    Avoid using interleaved mode in TOO configuration.    	 10967    ENGcm10967    NFC does not function properly for 4 Kbyte Page Size in    interleave mode    	 :    No fix scheduled.     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    	 Cortex-A8
	 NXP	 	 :    When the NFC is configured to perform an automatic status read operation (that is, setting AUTO_STAT), it should execute that operation on the device ID that is configured in the ACTIVE_CS. Due to the reported issue the NFC executes the operation on another device rather than the one specified in ACTIVE_CS.     DescriptionJEEHEHRECONSTRUCT:    The NFC may not properly sample the ready/busy (R/B) signal under the following conditions: 1. RBB_MODE = 1 (Ready-Busy mode 1 - NFC monitors ready-busy status by checking NANDF_RBx (R/B) signals)    2. ADD_OP = 01 (Addressing Option 01 - NFC uses only address_group0 with single NAND    device    3. enfc_clk period is less than twb/3 (twb is the period from WE write enable signal HIGH to R/B    ready/busy signal assertion)    If RBB_MODE = 1 and ADD_OP = 01, the NFC may miss the sampling of the ready/busy signal (R/B) if the enfc_clk is too fast. According to the NAND flash protocol, the NAND device should enter the busy mode and assert the R/B signal (driving R/B signal to zero) after the maximum time period of twb after the deassertion of the WE signal (driving write enable to one).    The NFC samples the R/B signal after a fixed time of 3 enfc_clk cycles after the deassertion of WE.    Typically, the twb period is 100 ns. When the enfc_clk is set to less than 33 ns period, the NFC may miss sampling the R/B.     DescriptionJEEHEHRECONSTRUCTs table in the i.MX51 Multimedia Applications Processor Reference Manual ( MCIMX51) for detailed modes description.    If the above two options are not feasible, the enfc_clk frequency can be reduced such that clock period is larger than twb/3. This results in small performance degradation as the supported ONFI1.0    NAND can run at up to 40 MHz.     Projected ImpactJEEHEHRECONSTRUCT:    Incorrect status return for automatic status read operation.     Projected ImpactJEEHEHRECONSTRUCT:    Violation of NAND interface protocol can result in data corruption. The implementation of the proposed workaround may have insignificant performance impact.    	 :    Perform atomic status read operation (that is, send command 70 followed by single toggle of RE).     WorkaroundsJEEHEHRECONSTRUCT:    The recommended workaround is to set RBB_MODE = 0. This also frees up the NANDF_RBx pads for other usages. The NFC monitors the ready-busy status by performing a status-read command.    Another option is to work with ADD_OP other than 01, allowing to work automatically with a single device other than device0.    See, NAND_FLASH_CONFIG Register Field 	 11060    ENGcm11060    NFC does not perform automatic status read operation    (AUTO_STAT) according to ACTIVE_CS    	 :    No fix scheduled.     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    Data corruption or EMI hanging can occur on SDMA Multi-Page read from the NFC in case of simultaneous read access by other master from WEIM. Use of SDMA is relevant for a case of multiple pages read from the NFC (that is, setting NUM_OF_ITERATION to a value greater than zero and setting NO_SDMA to zero in NFC for automatic interleave mode).     DescriptionJEEHEHRECONSTRUCT:    If the power supply of an unused UHVIO pad power group is pulled down, it can cause malfunction in the other functional UHVIO IO cells. The UHVIO IO cells (that support signal levels above 3 V) are used in interfaces such as SD card, NAND Flash. For example, grounding SD2 power supply rail through a small resistor (say 470 Î©) causes boot issues from the SD1 interface. This is caused due to a particular HVIO IO cell design limitation.     Projected ImpactJEEHEHRECONSTRUCT:    SDMA read access from NFC may be corrupted in case other masters perform read from WEIM    at same time.    There are no issues in following cases:    â ARM accesses the NFC when WEIM is accessed by any other master in the system    â SDMA accesses the NFC when the WEIM is idle    â NFC is idle and WEIM is accessed by any master in the system  Projected ImpactJEEHEHRECONSTRUCT:    Pay attention to this limitation during board design. An unintentional grounding can occur because of nonfunctional or disabled voltage supply device connected to the UHVIO based interface VCC    line.    	 :    Avoid the above described situation. Note that, in current WinCE and Linux BSP releases from Freescale, the SDMA Multi-Page mode read from NFC is not activated.     WorkaroundsJEEHEHRECONSTRUCT:    Take measures to avoid such cases. Leaving the unused interface supply open, does not cause any issue. The issue occurs only when a supply is grounded through a small resistor. The best design practice is to apply power to all the supply rails.    	 11036    ENGcm11036    SDMA multi-page read from the NFC, when the WEIM is    operating, can result in data corruption or EMI hanging    	 :    No fix scheduled     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled    Chip Errata for the i.MX51, Rev. 5    Freescale Semiconductor    125	 Cortex-A8
	 NXP	 	 :    Pulling down the power supply of any of NVCC_HSx supplies (from the group of NVCC_HS6, NVCC_HS10, NVCC_HS4_1, NVCC_HS4_2 supplies) or VREG supply results in high leakage current from VCC through the supply that is pulled down. Leakage of order of a few hundreds of mA is observed in case NVCC_HSx or VREG supplies are shortened to ground.    If the supplies in NVCC_HSx supplies and VREG are left unconnected or in high impedance state, the leakage would not be observed.    This is caused due to a particular MIPI shielding IO cell design limitation. The leakage current in this case is caused by the ESD protection diode inside the MIPI interface shielding pads.     DescriptionJEEHEHRECONSTRUCT:    If the HAB_TYPE e-fuse is blown as Production, then accesses to peripherals from DCD and SDP    commands is disabled and DDR controller cannot be configured, so DDR cannot be used.    The ROM does not check if the address is valid if HAB_TYPE is not Production for write header and write file SDP commands. So there is no issue in this case.    However, if HAB_TYPE is Production, the ROM allows SDP commands only if the target address lies within the DDR, IRAM, GMEM, NAND flash buffer or WEIM memory regions. SDP Write commands to peripherals such as the memory and clock controllers are denied.     Projected ImpactJEEHEHRECONSTRUCT:    Need to consider this limitation during the board design.    This is mostly relevant to suspend mode, in which the supply regulator of those pins may be turned off to save power.    Typically, when a regulator is off, there would be high impedance on the associated supply pin(s), and leakage depends on the resistive path to ground that exists on the board. If there is a high resistive path, almost no leakage would be observed.    This is also relevant to power-up sequence, because these supplies would be powered-up after VCC    supply and depends on the resistive path, there could be some leakage till these supplies are stable.     Projected ImpactJEEHEHRECONSTRUCT:    Can not execute serial boot if HAB_TYPE is set to Production.    	 :    Take measures to avoid such cases. Note that leaving the unused interface supply open, does not cause any issue. Having this situation for short periods (such as during power up sequence) should not cause any damage.    Alternatively, if high impedance with a low resistive path to ground is projected on the supply, then leakage is negligible.     WorkaroundsJEEHEHRECONSTRUCT:    Use internal RAM boot image. In this case DDR configuration is not required.    	 11041    ENGcm11041    Dependency between VCC, VREG and NVCC_HSx supplies    	 :    No fix scheduled.    Chip Errata for the i.MX51, Rev. 5    126    Freescale Semiconductor10656    ENGcm10656    Serial boot will fail if HAB_TYPE is PRODUCTION     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    Chip Errata for the i.MX51, Rev. 5    Freescale Semiconductor    127	 Cortex-A8
	 NXP	 	 :    The Boot procedure fails when the boot code tries to initialize and access the NAND Flash, in case one of the unused R/Bx signals is grounded. In a system with a single NANDF Flash device, NANDF_RB1, NANDF_RB2, NANDF_RB3 are not in use, as the Boot code uses only CS0. These signals can be alternatively used for other functions (such as GPIO input). Due to reported limitation, the boot in NAND Flash mode fails, if one of the unused NANDF_RBx signals is held at zero during the boot.     DescriptionJEEHEHRECONSTRUCT:    OneNAND boot driver calculates page and sector numbers incorrectly for 4 Kbyte devices.     Projected ImpactJEEHEHRECONSTRUCT:    This limitation impacts the possible usage of NANDF_RB1, NANDF_RB2 and NANDF_RB3 in other alternate IOMUX modes as input, with zero level at boot.     Projected ImpactJEEHEHRECONSTRUCT:    4 Kbyte OneNAND devices boot does not work for image sizes above 1 Kbyte.    2 Kbyte OneNAND devices boot works properly.    	 :    The only workaround is to avoid setting the unused R/Bx signals to zero during boot, in case of NAND Flash boot mode.     WorkaroundsJEEHEHRECONSTRUCT:    For 4 Kbyte devices, it is possible to use only the top half of pages. In this case, ROM reads the boot image properly, but the bottom half of pages are wasted.    	 11189    ENGcm11189    ROM (Boot)/NFC: NAND Flash Boot fails when one of the unused NANDF_RBx signals are held at low    	 :    No fix scheduled.    Chip Errata for the i.MX51, Rev. 5    128    Freescale Semiconductor11353    ENGcm11353    ROM (Boot): OneNAND boot fails for 4 Kbyte devices     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled for the i.MX51.    Chip Errata for the i.MX51, Rev. 5    Freescale Semiconductor    129	 Cortex-A8
	 NXP	 	 :    The sw_reset bit in the RTIC spec says that it should not be modified in run-time check mode. A software reset was done during one time hash mode and immediately after that RTIC was enabled.    The RTIC state machine is corrupted in such a scenario. The assertion of software reset when hash_once_command is set in rtic_control, leads to the assertion of hash_once and hence of zero_byte_length in rtic_dma_request. This in turn sets the mem_part_1_done bit and even when RTIC is enabled this remains set, leading to corruption of the state machine.     DescriptionJEEHEHRECONSTRUCT:    The RTICv3 feature that allows the TrustZone software to disable the run-time check of the selected memory regions (region unlock), can cause the RTICv3 to hang and stop the run time integrity check of other regions.     Projected ImpactJEEHEHRECONSTRUCT:    RTIC hangs.     Projected ImpactJEEHEHRECONSTRUCT:    The RTICv3 feature that allows the TrustZone software to disable run-time check of the selected memory regions cannot be utilized.    	 :    Be aware of limitation. Do not reset RTIC during one time hash mode.     WorkaroundsJEEHEHRECONSTRUCT:    None. Avoid using the memory region unlock feature in the TrustZone code.    	 05863    f    ENGcm05863    RTIC: Software reset during one time hash mode corrupts RTIC    state machine    	 :    No fix scheduled.     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    SAHARA does not work properly if AHB:IP buses clock ratio is 1:1. It works fine with AHB:IP    buses clock ratio 2:1.     DescriptionJEEHEHRECONSTRUCT:    There is the possibility of a loss of SRTC failure status upon peripheral supply voltage (the HP    section) power up.    The SRTC incorporates a System State Retention Register (SSRR) that stores system parameters during system shutdown modes. This register and all SRTC counters are powered by dedicated supply rail NVCC_SRTC_POW that remains active, allowing all other supply rails to shut down.    The SSRR also stores the system security state. If a security violation occurs, the SSRR marks the event as a security violation indication.    The SRTC is split to two supplies: LP and HP. The LP section is powered by NVCC_SRTC_POW    and always remains active, whereas the HP section is powered by VCC rail and can be shut down.    As long as the SRTC LP section remains active with its separate power supply and clock inputs, it continues to detect and record security violations when the HP section and the rest of the chip are powered down. When power is restored to the HP section, any security violation detected during power down becomes visible to the rest of the system through a security monitor alarm and the SRTC register interface. In particular, software can examine the LP status register to observe the LP Failure state and status bits indicating which security violation occurred.    In rare cases, an erroneous reset of the LP section has been observed during HP power-up when a security violation was recorded during HP section power down. This causes the LP to move to Initialize state rather than Failure state, and erases all record of the security violation.    Please note that this scenario can occur only if SRTC LP has gone into failure state when the peripheral supply power (HP) is off. The unintended SRTC reset does not occur while the SRTC    LP remains in the Valid state.     Projected ImpactJEEHEHRECONSTRUCT:    Adds limitation on system configuration for the clock ratio of 1:1 between AHB and IP buses.     Projected ImpactJEEHEHRECONSTRUCT:    This issue is relevant for systems supporting DRM (digital rights management) and other applications requiring a secure clock or monotonic counter. If the SRTC failure status is lost as above, then a system which has been tampered while the main power was off may appear indistinguishable from a system which has a SRTC that is not violated. If software is then permitted to provision the LP time and monotonic counters insecurely, this could mislead the application relying on the SRTC.    Note that this issue does not permit the SRTC LP clock and monotonic counters to be modified directly without leaving the Valid state. In order to complete the attack, there is a need to execute malicious or insecure software that tries to reconfigure the SRTC after it is reset. The system can be protected against such software by code signing and authentication methods.    	 :    Avoid using a ratio of 1:1 between AHB and IP buses clock frequencies. Other software workarounds are considered, but not yet confirmed.     WorkaroundsJEEHEHRECONSTRUCT:    None. However, this issue can be mitigated by ensuring that the LP time and monotonic counters are securely reprovisioned. One approach is to authenticate all provisioning software using HAB    (high assurance boot) and to lock the LP time and monotonic counters against further changes before allowing unauthenticated software to execute.    Chip Errata for the i.MX51, Rev. 5    Freescale Semiconductor    133	 10334    ENGcm10334    SAHARA/CCM: Frequency ratio restriction for AHB and IP buses in SAHARA    	 :    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    In Network and Synchronous mode of operation, if Rx is enabled and after one or more frames passes Tx is enabled, the first data is transmitted from FIFO1 instead of FIFO0.     Projected ImpactJEEHEHRECONSTRUCT:    Wrong data is transmitted.    	 :    Enable Tx and Rx in same frame when in Network and Synchronous mode of operation 	 10272    	 :    No fix scheduled.     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    	 Cortex-A8
	 NXP	 	 :    If Tx is enabled or disabled within a 5 clock cycle window before Frame Sync. Data transmission may not be proper in the following conditions:    â¢ Normal Synchronous mode: With Rx disabled if Tx is enabled 3 clock cycle before non-early FS, glitch of 0.5 clock cycles can be seen on the STXD line.    â¢ Normal Synchronous mode: If Tx is enabled 4 clock cycle before external early word length frame sync with fifo0 disabled two channel disabled, ddr_stxd is high for 1.5 clock cycles.    â¢ Normal Synchronous mode: If Tx is reenabled 2 clock cycles before early FS, ddr_stxd line goes high for 0.5 clk cycles.    â¢ I2s_slave: Tx is disabled in the first time slot and is again reenabled in the 2nd time slot of a different frame wrong data getting transmitted in the next frame. The tx state machine is not running for the frame in which wrong data is transmitted.    â¢ I2s_master: Tx is disabled 2 clk cycle before FS data is repeated in second time slot 6.Network Synchronous mode: Reenabling Tx, 1 clock cycles before External FS, and frame count as 2, results in data in first time slot getting missed.    â¢ Network Synchronous mode: External Early word length FS. If Tx is reenabled 2 clk cycles before FS signal then in the next frame data is transmitted for 0.5 clk cycles.     DescriptionJEEHEHRECONSTRUCT:    In Normal Asynchronous mode: If Tx is disabled 2 clk cycle before non early bit length external FS, ddr_stxd signal is indefinitely set high even when no data is transmitted.     Projected ImpactJEEHEHRECONSTRUCT:    Data transmitted may be lost.     Projected ImpactJEEHEHRECONSTRUCT:    Wrong data transmission may be recognized.    	 :    The following workaround can be implemented to avoid these issues. Enable/disable Tx after occurrence of RFS interrupt:    1. Enable RE(SCR[2])    2. Enable RIE and RFS_EN in SIER12SPACEJEEHEH3. Wait for occurrence of RFS      4. Enable/disable TE(SCR[1])     WorkaroundsJEEHEHRECONSTRUCT:    Disable Tx after occurrence of TFS interrupt, using the following steps to disable TX_EN bit is: 1. Enable TIE and TFS_EN in SIER.    2. Wait for occurrence of TFS.    3. Disable TE(SCR[1]).    	 09220    ENGcm09220    SSI: If TX_EN bit toggled 5 clk cycles before FS, the data transmission not correct    	 :    No fix scheduled.     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    	 Cortex-A8
	 NXP	 	 :    When SSI is in normal synchronous mode and frame sync is configured as bit length early frame sync, data is not transmitted.     DescriptionJEEHEHRECONSTRUCT:    I2S_master mode: If Rx is disabled and again enabled with Tx disabled along with TFR_CLK DIS    set, the first data after reenabling is received in the second time slot and hence channel swapping takes place. Network Synchronous mode: If Rx is disabled and again enabled with Tx disabled when TFR_CLK_DIS is set. Data is not accepted into the fifo according to the masking bits.     Projected ImpactJEEHEHRECONSTRUCT:    There is no toggling on the TXD data line.     Projected ImpactJEEHEHRECONSTRUCT:    Channel swapping or data lost (according to mode).    	 :    1. Enable SSI_EN and Tx_EN in the same frame.    2. Do not use early FS in Internal FS mode.     WorkaroundsJEEHEHRECONSTRUCT:    Two different workarounds can be used for this issue:    â¢ Reset SSI every time Rx is enabled.    â¢ Do not use TFR_CLK_DIS feature.    	 06569    ENGcm06569    SSI: Transmission does not take place in case of bit length early frame sync mode    	 :    No fix scheduled.     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    	 Cortex-A8
	 NXP	 	 :    The receive overrun error is generated when the received FIFO index is 1 more than the watermark level, but the data is received properly in the FIFO. There is no loss of data, the only problem is that the receive overrun interrupt is generated at the wrong time.     DescriptionJEEHEHRECONSTRUCT:    In AC97, 16-bit mode, the Rx data is received in bits [19:4] of RxFIFO, instead of [15:0] bits.     Projected ImpactJEEHEHRECONSTRUCT:    The receive overrun error is not valid when the watermark mechanism is used.     Projected ImpactJEEHEHRECONSTRUCT:    The SDMA script should be updated accordingly to perform the shift to the right location on the fly during data transfer. If the data register is accessed directly by software, it should account for the shifted data and perform shifting to the right location.    	 :    If no overruns can be guaranteed on a system level (based on the serial data rate and latency of servicing the SSI), two options are suggested:    a) Give up on the overflow indication. Set the watermark at a sufficiently low level such that the probability for true overflow condition is very low. This option allows smoother performance but lacks any indication that a true overflow has occurred.    b) Set the watermark level to the FIFO size so that the overflow interrupt corresponds with the actual overflow condition. This option provides overflow indication, however there is larger probability for overflow to occur because the watermark indicator is the FIFO size.    Option (a) can be utilized in cases where the application actually has no means to recover from overflow condition in any case (for example in case of audio playback). This option gives smoother performance.    Option (b) can be utilized in cases where there are good means to recover from an overflow state (for example in case the SSI channel is used for control or status indication and there is an option for data retransmit). In this case, the probability of actual overflow is higher, but there is a reliable indication that the overflow has actually occurred.     WorkaroundsJEEHEHRECONSTRUCT:    The data should be shifted to the right location by the SDMA script or by the software in case of direct access to the register.    	 09668    ENGcm09668    SSI: Receive Overrun Error Generated at Wrong Time for    Watermark Level    	 :    No fix scheduled.     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    When receiving this sequence OUT - DATA0 - OUT - DATA1, if the inter-packet delay between DATA0 and the 2nd OUT is under 200ns, the device sees the DATA1 packet as a short-packet, even if it is correctly formed. This terminates the transfer from the device point of view, generating an IOC interrupt. DATA0 is correctly received, though.     DescriptionJEEHEHRECONSTRUCT:    The occurrence of an error in device mode sends ISO data in the next Î¼Frame that should have been discarded.     Projected ImpactJEEHEHRECONSTRUCT:    It should only be applicable to ISO OUT as a Device.     Projected ImpactJEEHEHRECONSTRUCT:    Critical for timing-dependent device ISO IN Mult = 3.    	 :    When MX51's USB is operating in device mode, the host should not send two ISO_OUT sequences within less that 200 ns, otherwise i.MX51's USB does not operate correctly.     WorkaroundsJEEHEHRECONSTRUCT:    The SW has to set the MULT < 3 to avoid this bug.    	 09134    ENGcm09134    USB: Core device fails to receive two sequential OUT    transactions in short time    	 :    No fix scheduled.     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    	 Cortex-A8
	 NXP	 	 :    The USBOH core uses the erroneous hrdata (when hresp is high) and results in the false USB    transfer at the external Interface.     DescriptionJEEHEHRECONSTRUCT:    The following software flow produces this issue.    1. Configure PTS of Host (or OTG) controller to select ULPI (or UTMI) mode (default is serial mode) and turn USB_CLK_ROOT (comes from on-chip PLL) off.    2. Set PORTSC.PHCD bit to put USB controller & PHY into suspend mode -> ULPI (or UTMI) PHY clock stops correctly.    3. Turn USB_CLK_ROOT on and wait a short time.    4. Turn USB_CLK_ROOT off.    5. Clear PHCD bit â PHY clock starts running correctly    6. Delay to allow PHY clock to become active    7. Set PHCD bit again â Controller suspends the PHY and immediately wakes it up, which is incorrect behavior.    This happens because after Step 4, the serial USB engine stays in suspend mode even after the PHCD bit is cleared. This is because the USB_CLK_ROOT is not valid any more.    The root cause is that USB_CLK_ROOT is used for the USB controller's serial engine. For one USB controller, the USB_CLK_ROOT for serial engine can be always turned off in ULPI or UTMI mode. The case mentioned above (turn on, turn off this clock while PHCD is high) is not a real use case.    However on MX51, there are several USB controllers which share the same USB_CLK_ROOT    clock. In this case, if one USB works in ULPI or UTMI mode while PHCD is set, another USB    may work in serial mode which may turn on, turn off the USB_CLK_ROOT. This is the flow which has issue mentioned above.     Projected ImpactJEEHEHRECONSTRUCT:    False transfer of USB.     Projected ImpactJEEHEHRECONSTRUCT:    Improper USB interface operation as described above.    	 :    This should not happen in real system because when configured correctly, the USB should not get an error response. If it happens, then Garbage In Garbage Out.     WorkaroundsJEEHEHRECONSTRUCT:    The situation can be avoided if the USB_CLK_ROOT clock is turned on briefly when any port wakes up from low power suspend. This ensures that the âsuspendedâ state is cleared in the serial PHY interface.    One can optionally check, during wake-up processing, if the USB clock did run during low-power suspend and only turn on USB_CLK_ROOT when needed.    	 07300    ENGcm07300    USB: Erroneous descriptor handling by USBOH module    	 :    No fix scheduled     Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    	 Cortex-A8
	 NXP	 	 :    The USB-OTG port ULPI mode is provided for debugging purposes and is not supported for regular operation. There is no commitment for proper timing functionality on this interface.    This erratum is related to USB OTG port only, for which internal USB-PHY is provided.     Projected ImpactJEEHEHRECONSTRUCT:    The USB-OTG port does not support ULPI interface.    The erratum does not relate to the functionality of ULPI mode on other USB-Host ports or to the USB-OTG internal PHY interface.    	 :    Utilize the USB-OTG PHY interface instead or use other USB-Host ports for ULPI interface.    	 10636    	 :    No fix scheduled. Specification documentation updated accordingly.    Chip Errata for the i.MX51, Rev. 5    Freescale Semiconductor    147	 Cortex-A8
