Criticality	Manufacturer	Chip	Linux_BSP_Status	Revisions Impacted	Workaround	Failure	Details	Fix Status	Core	Error Category
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Not impacted  Not impacted  66  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  UART: Extra Assertion of UARTi_DMA_TX Request  	  None  	 1.43 CM1 And CM2 OCP Interface Hangs  	  The CM1 and CM2 OCP interface can hang if warm reset occurs while accessing to CM1 CM2 registers.  Data abort will be generated.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  67  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  USB OTG Software Initiated ULPI Accesses To PHY Registers Can Halt the Bus  www.ti.com  	  Use TX_THRESHOLD+TRIGGER_LEVEL <= 63 (TX FIFO Size - 1).  	 1.44 UART: Extra Assertion of UARTi_DMA_TX Request  	  UART TX with a DMA THRESHOLD default configuration of 64 bytes would result in extra DMA Req  assertion when FIFO tx_full is switched from high to low.  This is because of the TX THRESHOLD added in ES2.0 compared to ES1.0.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  68  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  ISS-SIMCOP: ISS-LSC Not Transparent After Prefetch Error Event  	  If possible do not use software initiated reads/writes to access the PHY ULPI registers. Depending on the PHY, there may be a possibility to access these registers by I2C.  If the USB OTG is host, another workaround consist in putting the bus in suspend mode with low-  power mode disabled when willing to read/write an ULPI PHY register:  •  Disable PHY low-power mode (Power:EnableSuspendM=0)  •  Execute USB SUSPEND.  •  Do the ULPI register read/write  •  Execute USB RESUME  •  Restore Power:EnableSuspendM.  If the USB OTG is peripheral, another workaround consists in using the 1-2us time frame after  reception of SOF, before any transfer begins on the bus:  •  Enable the SOF interrupt  •  Program the ULPIReg registers except the ULPIRegControl:D0 bit  •  When the SOF interrupt fires, set the ULPIRegControl:D0 bit to make the access  •  Disable the SOF interrupt  	 1.45 USB OTG Software Initiated ULPI Accesses To PHY Registers Can Halt the Bus  	  Software initiated read/write accesses to the PHY ULPI registers (that is, when using USB OTG ULPIReg registers) may be wrongly mixed up with USB OTG Tx traffic. Due to this corruption the USB OTG will detect a Vbus error or a Babble error (logged in IntrUSB register), and halts the communication.  Hardware initiated accesses to the PHY ULPI registers are not impacted because they occur during connect, disconnect, suspend, and resume, when there is no USB traffic. Only software initiated accesses are impacted, and only when there is on-going USB Tx transfers.(including SOF in host mode) Software initiated accesses during connect, disconnect, suspend, and resume are not impacted. Host and  peripheral modes are impacted.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  69  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  Phoenix Registers Value Are Lost  www.ti.com  	  None  	 1.46 ISS-SIMCOP: ISS-LSC Not Transparent After Prefetch Error Event  	  The prefetch error event (PREFETCH_ERROR) is triggered when the gain table is read too slowly from SDRAM. When this event is pending the module should go into transparent mode, meaning LSC should copy input pixels to output pixels (output=input). Actually, when the prefetch error event occurs the LSC  module outputs black pixels.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Not impacted  Not impacted  70  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  MMC1 Is Wrongly Marked As Permanent Device  	  Re-write custom values after boot.  	 1.47 Phoenix Registers Value Are Lost  	  When configuring Phoenix for USB or MMC boot, values are hard-coded in Phoenix registers, overwriting previous values.  Custom values are lost. Impacted registers are:  •  VmmcCfgVoltage  •  PhoenixSeqReg  •  VbusCfgVoltage  •  Misc2  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Not impacted  Not impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  71  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  Bit 7 from Tracing Vector 1 Is Wrongly Set For XIP Memory Booting  www.ti.com  	  A SW Booting configuration can be used so that MMC1 is bypassed after the next warm resets.  	 1.48 MMC1 Is Wrongly Marked As Permanent Device  	  In the SYSBOOT table, MMC1 is considered as a permanent device only when there is no other  permanent device in the list (NOR, NAND, OneNAND), else it is a non-permanent device (booting on MMC1 is bypassed after warm reset). This impacted SYSBOOT configurations 10110, 10111 and 11001.  But the way it is implemented in the ROM Code is that MMC1 is always a permanent device. After warm reset, if MMC1 is on the device list selected by SYSBOOT pins, the ROM Code will try to boot on it even if it is marked as non-permanent device.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  72  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Incorrect Pad Muxing in MMC2 Boot Mode  	  None.  	 1.49 Bit 7 from Tracing Vector 1 Is Wrongly Set For XIP Memory Booting  	  Bit 7 from Tracing Vector 1 (GP header (non-XIP) found) is wrongly set for XIP Memory Booting. This may be misleading when debugging while using the trace information (at 0x4030D040).  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Not impacted  Not impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  73  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  UART: In an RX Wake-up Mechanism, the First Received Character Can be Lost  www.ti.com  	  Possible SW workaround: if ever it represents a system issue, the pads may be reverted back to their reset value in the initial software.  	 1.50 Incorrect Pad Muxing in MMC2 Boot Mode  	  When booting with alternate muxing (Mux5) on MMC2 port (e.g. SYSBOOT=111100), wrong pads are  configured by ROM code.  It has no direct impact on the ROM Code functionality because the relevant pads are properly configured.  However, a few pads are changed into an unexpected/unnecessary configuration.  Namely, the pads sys_32k and sys_nrespwon are enabled with an internal pull up.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  74  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Platform Hangs When CPU Tries To Configure The EMIF Firewall  	  This is a known behavior and is dependant on the speed of response of the PRCM module to a wakeup.  The CTS wake-up mechanism should be preferred when it is possible.  	 1.51 UART: In an RX Wake-up Mechanism, the First Received Character Can be Lost  	  When an RX wake-up mechanism is used for the UART module, the first character received can be lost.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  75  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  Observability on sdma_req64 and 65 Does Not Have Expected Behavior  www.ti.com  	  The workaround is to make sure that the other CPU is not doing external accesses through EMIF when a CPU is updating the EMIF firewall.  The issue does not occur with the other initiators because they do not share the bridge before the L3  interconnect.  	 1.52 Platform Hangs When CPU Tries To Configure The EMIF Firewall  	  The issue occurs during concurrent accesses of CPU0 and CPU1 as described below. If one CPU fetches code from external RAM while the other CPU requires the access to the EMIF firewall (configuring its register REGUPDATE_CONTROL), then both CPUs hang.  The issue occurs because when REGUPDATE_CONTROL.BUSY_REQ is activated, the interconnect  blocks the accesses. Because the two CPUs of the MPUSS use the same bridge before the L3  interconnect, this bridge is saturated if one CPU is accessing external RAM.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  76  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  DDR PHY Must be Reset After Leaving OSWR  	  None  	 1.53 Observability on sdma_req64 and 65 Does Not Have Expected Behavior  	  Control module provides observability feature on sdma_req64 and sdma_req65. But due to a design issue the behavior of these signals during hardware observability is not correct. There is no impact on the functionality of these DMA requests.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Not impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  77  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  USB TLL Hold Timing Violation  www.ti.com  	  If bus keeper mode is used, issue a PHY reset after leaving OSWR, set bit [10] to 1 at the following address (using read modify write to this register to keep other bits):  •  Assert PHY reset for EMIF1 @ x 4C00 0060  •  Assert PHY reset for EMIF2 @ x 4D00 0060  Because this resets the command line, this reset must be done when memory is in self-refresh mode.  	 1.54 DDR PHY Must be Reset After Leaving OSWR  	  If bus keeper mode is used (programmed through CONTROL_LPDDR2IO*_*.LPDDR2IO*_GR*_WD) after  leaving open switch retention, it is necessary to reset the DDR PHY. Otherwise the LPDDR2 memory cannot be accessed.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  78  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Async Bridge Corruption  	  With the following workaround, there is no more problem with the USB TLL. The two following items must be applied:  1. Use a voltage for VDD_CORE that is inside the range for OPP100 suitable for production: 1.094 -  1.127 - 1.172 V  Moreover, use the Vnom for vdds_1p8V as 1.8-V minimum  2. Set the I/O drive strength to 1.  Depending which USB host subsystem is used,  •  Port B1 used: Set CONTROL.CONTROL_SMART2IO_PADCONF_2[11] USBB1_DR0_DS = 0x1  •  Port B2 used: Set CONTROL.CONTROL_SMART2IO_PADCONF_2[12] USBB2_DR0_DS = 0x1  	 1.55 USB TLL Hold Timing Violation  	  There is a timing hold violation on an internal logic on the clock USB TLL path resulting in a systematic connection failure on the TLL link under following conditions:  •  Using TLL in HS-mode  •  Using OPP100  TLL failure is sensitive to:  •  Core voltage: vdd_core increase  •  I/O voltage: vdds_1p8V decrease  •  I/O drive strength decrease  •  Clock trace length increase  •  OMAP process (strong silicon)  •  Temperature (-40C).  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  79  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  Keyboard Key Up Event Can Be Missed  www.ti.com  	  All the initiators connected through async bridge must ensure that data path is properly drained before issuing WFI. This condition is met if one strongly ordered access is performed to the target right before executing the WFI.  	 1.56 Async Bridge Corruption  	  If data is stalled inside an asynchronous bridge because of back pressure, it may be accepted multiple times, thus creating pointer misalignment that corrupts next transfers on that data path until the next reset of the system (no recovery procedure once the issue is hit, the path remains consistently broken).  This situation can happen only when the idle is initiated by a master request disconnection (which is trigged by software when executing WFI).  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  80  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  USB HOST - Impossible To Attach a FS Device To An EHCI Port. Handoff To OHCI Is Not Functional 	  First thing is to program the debounce time correctly:  If X (us) is the maximum time of bounces when a key is pressed or released, and Y (us) is the minimum time of a key release that is expected to be detected, then the debounce time should be set to a value in-between X and Y.  In case it is still possible to get shorter than debounce time key-release events, then the only solution is to implement a software workaround:  Before printing a second character on the screen, the software must check if the keyboard has hit the failing condition (cf signature of the bug above) or if the key is still really pressed and then take the appropriate actions.  	 1.57 Keyboard Key Up Event Can Be Missed  	"  When a key is released for a time shorter than the debounce time, in-between 2 key press (KP1 and KP2), the keyboard state machine will go to idle mode and will never detect the key release (after KP1, and also after KP2), and thus will never generate a new IRQ indicating the key release.  From the operating system standpoint, only a key press as been detected, and the key will keep on being printed on the screen until another or the same key is pressed again.  When the failing state has been reached, the KBD_STATEMACHINE register will show ""idle state"" and the KBD_FULLCODE register won't be empty, this is the signature of the bug.There is no impact on the power consumption of the system as the state machine goes to IDLE state.  "	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  81  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  USB HOST EHCI - Port Resume Fails On Second Resume Iteration  www.ti.com  	  Only attach FS devices to OHCI ports, or use a HS hub to interface between EHCI ports and LS/FS/HS  devices.  	 1.58 USB HOST - Impossible To Attach a FS Device To An EHCI Port. Handoff To OHCI Is  Not Functional  	"  It is not possible to perform USB transactions with a FS device on port USB_B1/B2.  EHCI is able to detect the device, reset it and find that it is a FS device. SW will then hand off the port to OHCI by setting PORTSC[5]:PO (PORT OWNER) bit.  OHCI is able to detect the connection, but then cannot communicate with the device.  When the PHY switches to FsLsSerialMode, the ULPI DIR signal will go to 1 forever.  In HS mode, if DIR is 1, then the ULPI DATA switch to ""input only"" mode. This input only configuration is wrongly kept after switching to FsLsSerialMode, hence USB transactions cannot occur.  Attaching a FS device directly to an OHCI port is working fine.  "	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  82  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  System I2C hang due to miss of Bus Clear support  	  After setting the suspend bit, switch the internal clock supply from the external ULPI_CLK provided by the PHY to the internal 60 MHz clock.  This will allow the internal counter to reach 18. Then after 1ms, switch back to the external ULPI_CLK.  This switch can be done thanks to the CM_L3INIT_HSUSBHOST_CLKCTRL[25:24]:CLKSEL_UTMI_P1/2  bits.  During the application of the WA, the  CM_L3INIT_HSUSBHOST_CLKCTRL[9:8]OPTFCLKEN_UTMI_P1/2_CLK optional clocks need to be  enabled.  	 1.59 USB HOST EHCI - Port Resume Fails On Second Resume Iteration  	  When entering USB suspend mode, the EHCI will automatically ask the PHY to enter low power mode  (PHY function control register bit suspendM is reset).  The PHY will then cut the ULPI_CLK after a minimum of 5 clock cycles.(no maximum specified).  On the other hand, the EHCI embeds a counter counting up to 18 before cutting the internal clock after suspend signal is asserted.  Since the PHY cuts the clock prematurely, the counter is not reaching 18. However, the first suspend and resume will work correctly.  At the second suspend sequence, since the counter has maintained the value (thanks to retention flops), the counter reaches 18 and cuts the clock internally.  As a consequence, the internal state machine does not transition to the correct state causing the next resume to fail.  Both host initiated resume and remote wakeup are impacted by this issue.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  83  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  HSI: Issues In Suspending and Resuming Communication (HSR and HST)  www.ti.com  	  I2C SW handler could be programmed to detect such a locked situation. In this case, it will check the Bus Busy bit and issue the needed clock pulses.  	 1.60 System I2C hang due to miss of Bus Clear support  	  There is no H/W mechanism preventing violating below I2C Bus clear standard requirement.  If the data line (SDA) is stuck LOW, the master should send 9 clock pulses. The device that held the bus LOW should release it sometime within those 9 clocks. If not, then use the HW reset or cycle power to clear the bus.  Sys_Warmreset doesn't reset the I2C IP at Phoenix level, it does at IC level.  Resetting the IP at Phoenix PMIC would avoid such situation, but this is partial answer as many other I2C  slave devices could be addressed during Warm reset without any sensitivity to this sys_warmreset pin.  No other reset source possible at Phoenix level to reset the I2C controller (only Cold Reset).  So, once the situation is reached, IC is seeing bus busy status bit.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  84  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  HSI: Issue with SW reset  	  If this is the HST initiative:  It is not possible to configure MODE_VAL bit to SLEEP with active data transfers because it has no impact.  The only way to suspend then resuming a HSI communication with HST is to disable then re-enables active TX FIFOs.  If this is the HSR initiative:  There is no way to suspend then resume the receiver without data loss.  	 1.61 HSI: Issues In Suspending and Resuming Communication (HSR and HST)  	  There are some fails while suspending then resuming on going HSI communication on both HST and HSR  initiatives.  If this is the HST initiative:  1. It is possible to suspend then resume communication by disabling then enabling active HST FIFOs through HST_MAPPINGf [0] ENABLE bit. Transmission stops as soon as TX FIFO is disabled  (ENABLE bit equal to 0x0) and resumes as soon as TX FIFO is re-enabled (ENABLE bit equal to 0x1).  2. It is not possible to suspend then resume safely by setting HST mode to SLEEP. Writing  HST_MODE_Pp[1:0] MODE_VAL = 0x0 (SLEEP) does not have any impact on transmission that  continues.  If it is the HSR initiative:  1. It is not possible to suspend then resume communication by disabling then enabling active HSR FIFOs through HSR_MAPPINGf [0] ENABLE bit. Disabling the RX FIFO does not stop the transmission (by  dropping the READY line). The data keeps being sent by HST and HSR simply discards it. By the way, no RX mapping error is generated. Transmission did not actually stop and frame is lost by HSR.  2. It is not possible to suspend then resume safely by setting HSR mode to SLEEP. Writing  HSR_MODE_Pp[1:0] MODE_VAL = 0x0 (SLEEP) stops any ongoing transfer unconditionally which  may result in loss of frame(s) once the transfer is resumed.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  85  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  DMA4 generates unexpected transaction on WR port  www.ti.com  	  Use the HW reset from the PRCM instead of the local SW reset.  	 1.62 HSI: Issue with SW reset  	  There is a bug in HSI IP;once the SW reset bit is set through the HSI_SYSCONFIG[1] SOFTRESET bit, the SW reset is not propagated well if there is an on-going reception.  If the reception never ends (synchronization loss, interrupted transmission from transmitter...), then this is a deadlock, the SW reset is not propagated and there is no OCP access possible.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  87  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  DMA4 channel fails to continue with descriptor load when Pause bit is cleared  www.ti.com  	  There is a software workaround to solve this issue  1. Work around to resolve both Data Integrity and Performance issue :  86  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  DMA4 generates unexpected transaction on WR port  •  Dummy enable-disable for an aborted Channel. i.e. On abort, configure the channel as soft sync  with No of frames = 0 and enable the channel by writing 0x1 into the ENABLE bitfield of register DMA4_CCRi. Wait for the Address Misaligment Interrupt. The channel is now ready for reuse.  •  Ensure that clean drain happens for a channel that is or is to be used as part of a channel chain.  i.e. ensure that the abort conditions never occur for this channel  •  If a channel gets aborted, do not reuse the channel in a chain  •  Don't use channel chaining  2. Work around to resolve the data integrity only.  Disable prefetch in all channels that are part of a channel chain  	 1.63 DMA4 generates unexpected transaction on WR port  	  The DMA4 channel generates an unexpected transaction on WR port under the following 2 scenarios :  •  Scenario 1  1. Software synchronization : Bit fields SYNCHRO_CONTROL and SYNCHRO_CONTROL_UPPER  are set to 0 in register DMA4_CCRi  Channel element number : Bit field CHANNEL_ELMNT_NBR is set to 0x9 in register DMA4_CENi  Channel frame number : Bit field CHANNEL_FRAME_NBR is set to 0x1 in register DMA4_CFNi  Element size : Bit field DATA_TYPE is set to 0x2 in register DMA4_CSDPi  Destination addressing mode : Bit field DST_AMODE is set to 0x1 in register DMA4_CCRi  Destination is packed : Bit field DST_PACKED is set to 0x1 in register DMA4_CSDPi  Destination endianism : Bit field DST_ENDIAN is set to 0x0 in register DMA4_CSDPi  Destination burst enable : Bit field DST_BURST_EN is set to 0x1 in register DMA4_CSDPi  Destination start address : Register DMA4_CDSAi is set to 0xabcd0000  Disable graphics operation : Bit fields CONSTANT_FILL_ENABLE and  TRANSPARENT_COPY_ENABLE are set to 0x0 in register DMA4_CCRi  The channel has got an ERR response on the WR port before the end of block transfer. The  channel has gone for clean abort and got disabled. The same channel has been configured with  soft-sync and included in the channel chaining (This channel is not the head of the chain). When this channel gets enabled through the link, the channel is writing the data out as soon as it fetches the data from Read side. It is expected that the channel should go with burst transfer, but it is going for single transfers  This results in a performance issue as DMA is executing single transfers instead of burst transfers.  This performance issue is also observed while using the channel with destination synchronization and prefetch enabled.  2. Destination sync with Prefetch enabled : Bit field SEL_SRC_DST_SYNC is set to 0x0 ; Bit fields SYNCRO_CONTROL_UPPER and SYNCRO_CONTROL should not be set to 0x0 ; Bit field  PREFETCH is set to 0x1 in register DMA4_CCRi The other settings remain same as in use case  #a described above  •  Scenario 2  The channel has got an ERR response on the WR port before the end of block transfer. The channel has gone for clean abort and got disabled. The same channel has been configured with destination-sync with prefetch enabled and included in the channel chaining (This channel is not the head of the chain). When this channel gets enabled through the link, the read port will start its transaction. If the HWR request to this channel comes before the channel gets its first response, the channel will start a WR transaction with byte enable 0. Also, the internal data counters get updated and the corresponding data will never come out of DMA4. The Data FIFO locations are also not recovered.  This results in a Data Integrity issue.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  88  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  HSI: DSP Swakeup generated is the same than MPU Swakeup. System can't enter in off mode due to the DSP.  	  The software workaround is to configure DMA4 to be in no-standby or force-standby mode before clearing the PAUSE bit. The DMA4 can be reverted back to smart-standby mode after a certain period (after detecting DMA4_CSR[15:15] of corresponding channel to be 0 or ensuring DMA4_CCR[7:7] bit of  corresponding channel to be 0. This ensures descriptor load completion or channel termination.)  	 1.64 DMA4 channel fails to continue with descriptor load when Pause bit is cleared  	"  This Bug can occur only in a channel that is part of a channel chain. If channel chaining is not used, this bug is never seen.  An exact corner case sequence of events must occur. The sequence is:  •  The channel is enabled and then aborted*.  •  This same channel is now configured as part of a channel chain (it should not be the head of the channel chain).  •  The channel is configured as ""software synchronized"" or ""hardware synchronized at destination with prefetch enabled""  •  The channel gets enabled through linking.  * Following is the subset of abort conditions for this scenario:  •  The channel is disabled in the middle of transaction and channnel is not a drain candidate.  •  The channel gets a transaction error on write port but not at the end-of-block transaction.  •  The channel gets a read transaction error and is not a drain candidate.  "	 	Cortex A-9	Bugs
  High  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  89  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  CBUFF Ready Window Event in Write Mode  www.ti.com  	  •  While in the suspend path:  1. DSP is forced through SW to wake-up: - CM_DSP_CLKSTCTRL [1:0] CLKTRCTRL = 0x2  2. When CAWAKE signal has an activity, it will wake-up MPU and DSP; the DSP domain becomes  active  3. Program DSP through SW to transition to low power state: change the HW_AUTO, sleep and wake  up are based upon hardware conditions - CM_DSP_CLKSTCTRL [1:0] CLKTRCTRL = 0x3  •  This will forcefully clear DSP wakeup-gen and will allow DSP to go idle.  •  No impact of this workaround on power/performance is seen after doing measurements  	 1.65 HSI: DSP Swakeup generated is the same than MPU Swakeup. System can't enter in  off mode due to the DSP.  	  There is a silicon bug in HSI IP.  The wakeup dependency from HSI towards DSP is by default enabled and the register bit controlling this dependency is read only. There is no option to disable this dependency.  As a result when the MPU Wakeup is generated, a false DSP wakeup is also generated.  When below scenario happens:  1. Modem interface (HSI is enabled)  2. The system is allowed to suspend  3. When CAWAKE signal has activity, it will wake-up MPU; it also wakes up DSP incorrectly.  Consequences of this bug in previous scenario is  4. The DSP is not able to handle this wake up correctly  5. Next suspend, system can't enter in off-mode because DSP remains active  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  90  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  CSI-2 Receiver Executes Software Reset Unconditionally  	  The number of CBUFF windows to use in write mode for a given context is two windows.  	 1.66 CBUFF Ready Window Event in Write Mode  	  The next CBUFF ready window event (IRQ_CTXx_READY) is generated once CPU clears the CBUFF  ready (IRQ_CTXx_READY)and after the CPU writes in the current ended window (setting the  CBUFF_CTX_CTRL_i [10] DONE bit to 0x1).  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  91  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  USB Host TLL Bit-stuffing Feature Is Broken  www.ti.com  	  Software must ensure that there is no ongoing traffic before performing a software reset. In particular, the CSI-2 receiver must be reset to resume normal operation after a CSI-2 FIFO overflow. There may be remaining data in the FIFO, and therefore ongoing traffic, when the software driver receives the overflow interrupt. To avoid creating a system hang, software must either:  •  Wait for several 1000s of L3 cycles before performing the software reset after an overflow or  •  Use the ISS level software reset  	 1.67 CSI-2 Receiver Executes Software Reset Unconditionally  	  Ongoing transactions may be interrupted when a software reset is performed while there is still active traffic generated by the CSI-2 receiver. Interruption of ongoing transactions typically leads to a general OMAP hang that can only be recovered by a device reset.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  92  Bugs  SWPZ009Q – October 2010 – Revised September 2013  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  www.ti.com  ISP H3A Hangs Due to Unstable Vertical Sync Signal  	  Disable TLL bit-stuffing on all enabled TLL channels: TLL_CHANNEL_CONF_i[11] ULPINOBITSTUFF = 1  and do not use at the same time one TLL port and one ULPI port or one HSIC port.  	 1.68 USB Host TLL Bit-stuffing Feature Is Broken  	  The TLL bit-stuffing emulation feature (enabled by default after reset in the TLL_CHANNEL_CONF_i[11]  ULPINOBITSTUFF bit) is broken. It must be disabled, that is, bit-stuffing must be disabled on all enabled TLL channels.  However, disabling bit-stuffing on a TLL channel induces an asymmetry in the number of transmitted bits between the TLL channel and the other ports (ULPI or HSIC), which may result in an underrun or overrun errors. This could be the case while transferring data pattern where bit-stuffing is heavily used, like a white image (full of 11111...).  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4430	 	  OMAP4430  2.0  2.1  2.2  2.3  Impacted  Impacted  Impacted  Impacted  SWPZ009Q – October 2010 – Revised September 2013  Bugs  93  Copyright © 2010–2013, Texas Instruments Incorporated  Public Version  GPIO IRQ Not Generated After MPU Idle if IRQSTATUS Bits Not Cleared  www.ti.com  	  ISP full reset is necessary to exit from H3A hang state.  	 1.69 ISP H3A Hangs Due to Unstable Vertical Sync Signal  	  If unexpected VD, Start of frame signal, caused by noise comes before finishing the previous frame statistics, the H3A module hangs.  	 	Cortex A-9	Bugs
